"transaction_id","timestamp","sender_account","receiver_account","amount","transaction_type","merchant_category","location","device_used","is_fraud","fraud_type","time_since_last_transaction","spending_deviation_score","velocity_score","geo_anomaly_score","payment_channel","ip_address","device_hash"
"T107207","2023-01-16T03:44:29.298074","ACC301361","ACC556722",39.48,"transfer","other","Singapore","mobile","False","",NA,-1.05,1,0.14,"wire_transfer","230.113.87.77","D3712134"
"T107208","2023-04-05T16:15:55.564862","ACC845677","ACC752979",19.36,"transfer","restaurant","London","mobile","False","",NA,0.07,12,0.51,"wire_transfer","172.120.136.241","D9512997"
"T107209","2023-11-28T05:11:19.399165","ACC684936","ACC369389",13.89,"payment","grocery","Berlin","pos","False","",NA,-2.02,15,0.43,"ACH","218.190.31.255","D7833169"
"T107210","2023-04-06T20:37:08.171573","ACC714002","ACC975872",37.11,"payment","entertainment","Berlin","mobile","False","",NA,0.57,19,0.92,"ACH","128.191.153.183","D5399496"
"T107211","2023-11-13T20:35:20.419847","ACC743406","ACC213225",1262.58,"deposit","online","Singapore","pos","False","",NA,-0.99,2,0.25,"ACH","134.180.176.104","D2966201"
"T107212","2023-07-26T06:11:59.973657","ACC696871","ACC246706",169.42,"payment","utilities","New York","web","False","",NA,-0.69,10,0.61,"wire_transfer","21.140.82.32","D7547792"
"T107213","2023-05-08T05:09:01.887658","ACC208349","ACC481754",394.79,"withdrawal","retail","New York","mobile","False","",NA,1.05,4,0.68,"card","240.229.197.178","D1767171"
"T107214","2023-06-11T03:33:10.213898","ACC753078","ACC842575",2.99,"payment","grocery","Dubai","web","False","",NA,0.87,3,0.77,"wire_transfer","242.161.22.105","D1705880"
"T107215","2023-02-15T18:59:43.500288","ACC948009","ACC380453",1302.23,"deposit","entertainment","Sydney","atm","False","",NA,0.95,15,0.24,"ACH","69.211.103.245","D9280980"
"T107216","2023-03-22T17:40:29.142743","ACC145613","ACC916152",269.82,"withdrawal","restaurant","Sydney","atm","False","",NA,1.16,11,0.72,"wire_transfer","184.144.101.252","D1287599"
"T107217","2023-05-26T03:38:02.520165","ACC765856","ACC990041",36.8,"transfer","restaurant","Toronto","pos","False","",NA,-0.06,4,0.26,"card","156.185.5.2","D7607704"
"T107218","2023-01-02T18:59:11.570634","ACC138699","ACC275621",529.46,"withdrawal","restaurant","Toronto","pos","False","",NA,-0.1,7,0.15,"UPI","234.251.4.163","D7969096"
"T107219","2023-08-22T04:32:27.872847","ACC801048","ACC487285",232.54,"withdrawal","online","Singapore","web","False","",NA,1.02,20,0.8,"wire_transfer","137.124.151.43","D7648257"
"T107220","2023-04-26T02:55:59.721592","ACC156699","ACC582905",15.59,"payment","utilities","Sydney","atm","False","",NA,0.02,14,0.14,"card","22.118.181.109","D5580929"
"T107221","2023-11-17T21:02:09.534598","ACC139912","ACC729122",26.45,"payment","entertainment","Singapore","atm","False","",NA,0.52,18,0.69,"UPI","149.174.126.96","D2036988"
"T107222","2023-11-29T21:43:34.204744","ACC439382","ACC120989",48.48,"payment","entertainment","Dubai","mobile","False","",NA,0.12,5,0.79,"UPI","254.251.255.234","D6413205"
"T107223","2023-06-21T19:59:09.979427","ACC332058","ACC505025",1322.04,"deposit","travel","Singapore","web","False","",NA,1.36,5,0.59,"card","210.52.120.171","D8828385"
"T107224","2023-10-09T11:13:10.029367","ACC842390","ACC747678",35.01,"payment","grocery","New York","mobile","False","",NA,0.06,12,0.45,"UPI","186.4.117.154","D5734710"
"T107225","2023-09-29T23:53:28.422155","ACC835095","ACC699446",1911.3,"deposit","entertainment","Dubai","mobile","False","",NA,0.71,5,0.37,"card","140.187.238.165","D3524845"
"T107226","2023-10-05T18:11:05.210568","ACC189540","ACC660750",26.27,"transfer","travel","Dubai","mobile","False","",NA,0.95,4,0.95,"wire_transfer","133.58.156.238","D5326789"
"T107227","2023-04-26T15:26:29.745180","ACC339571","ACC198902",67.97,"withdrawal","utilities","New York","web","False","",NA,-1.31,4,0.37,"ACH","58.234.178.59","D5059693"
"T107228","2023-05-16T01:00:10.147558","ACC786399","ACC418880",104.53,"payment","travel","Tokyo","mobile","False","",NA,0.22,19,0.68,"wire_transfer","46.230.146.90","D5197106"
"T107229","2023-07-04T12:31:29.498245","ACC552677","ACC980311",85.59,"transfer","restaurant","Toronto","atm","False","",NA,-0.03,4,0.24,"UPI","199.56.113.46","D2102591"
"T107230","2023-12-07T21:17:21.782950","ACC599452","ACC498759",441.41,"withdrawal","retail","Dubai","atm","False","",NA,0.64,14,0.09,"UPI","21.203.227.119","D9458132"
"T107231","2023-08-19T01:42:29.359607","ACC824274","ACC497350",156.99,"payment","utilities","Tokyo","pos","False","",NA,0.04,17,0.03,"ACH","73.87.72.58","D3683531"
"T107232","2023-12-16T05:34:03.031345","ACC841575","ACC827723",43.79,"transfer","grocery","New York","atm","False","",NA,1.85,14,0.05,"ACH","170.176.209.248","D5132200"
"T107233","2023-08-07T22:30:25.295538","ACC686562","ACC574465",31.61,"transfer","online","Sydney","atm","False","",NA,-1.37,3,0.19,"card","97.227.100.223","D2204147"
"T107234","2023-12-31T00:38:28.434444","ACC583374","ACC757442",26.12,"transfer","restaurant","Singapore","atm","False","",NA,1.09,2,0.78,"ACH","0.214.211.144","D1583011"
"T107235","2023-10-19T05:25:48.382352","ACC537977","ACC833120",655.43,"withdrawal","retail","Singapore","pos","False","",NA,-0.15,19,0.15,"ACH","157.225.207.191","D3665604"
"T107236","2023-09-19T20:15:36.946231","ACC298049","ACC630740",210.77,"payment","utilities","New York","pos","False","",NA,0.23,19,0.76,"ACH","60.12.53.235","D5181834"
"T107237","2023-10-18T05:18:16.763371","ACC587455","ACC705783",1092.95,"deposit","restaurant","Singapore","atm","False","",NA,-0.93,11,0.69,"ACH","121.204.104.88","D1210722"
"T107238","2023-05-17T05:02:35.506681","ACC463332","ACC770656",17.59,"payment","entertainment","Tokyo","web","False","",NA,0.57,5,0.54,"wire_transfer","159.123.113.227","D7356485"
"T107239","2023-02-16T18:01:07.340422","ACC584651","ACC835925",1193.47,"deposit","entertainment","Singapore","pos","False","",NA,0.5,7,0.15,"ACH","100.89.53.195","D9107995"
"T107240","2023-07-17T12:36:58.465667","ACC889491","ACC992446",38.99,"payment","online","New York","web","False","",NA,-0.62,11,0.29,"card","48.148.126.190","D3069884"
"T107241","2023-09-12T23:39:31.910119","ACC408089","ACC551839",655.14,"withdrawal","other","Tokyo","mobile","False","",NA,-0.98,2,0.65,"ACH","207.186.91.195","D2294491"
"T107242","2023-09-23T23:13:19.073730","ACC440497","ACC822349",415.93,"payment","online","Tokyo","web","False","",NA,-0.68,9,0.46,"card","189.134.23.215","D2315767"
"T107243","2023-11-07T21:45:54.803873","ACC469338","ACC246162",261.13,"withdrawal","entertainment","Toronto","web","False","",NA,0.23,4,0.33,"ACH","97.52.18.133","D6202111"
"T107244","2023-10-17T01:43:42.666541","ACC684480","ACC469931",549.98,"withdrawal","travel","Sydney","atm","False","",NA,-1.8,20,0.03,"card","103.134.144.221","D8591033"
"T107245","2023-11-28T21:51:51.818576","ACC801007","ACC285834",14.06,"transfer","other","New York","mobile","False","",NA,0.2,4,0.29,"UPI","98.176.254.36","D6911756"
"T107246","2023-12-29T14:39:01.280806","ACC499632","ACC698428",19.29,"transfer","grocery","London","web","False","",NA,-0.15,18,0.02,"card","124.242.190.169","D7043419"
"T107247","2023-02-20T22:35:06.533404","ACC908108","ACC985837",289,"payment","utilities","Dubai","mobile","False","",NA,0.4,5,0.65,"card","71.0.109.249","D4068879"
"T107248","2023-03-24T11:38:43.313163","ACC209024","ACC144744",336.1,"withdrawal","travel","London","web","False","",NA,-0.96,14,0.36,"wire_transfer","87.180.165.31","D9702542"
"T107249","2023-06-12T04:28:52.990397","ACC616173","ACC358706",26.03,"transfer","travel","Dubai","pos","False","",NA,1.1,2,0.81,"ACH","40.85.68.75","D3922491"
"T107250","2023-09-15T15:53:32.558669","ACC873856","ACC617651",18.29,"transfer","restaurant","Toronto","web","False","",NA,0.07,19,0.45,"card","121.178.161.176","D1035810"
"T107251","2023-07-22T19:08:02.065401","ACC559656","ACC936596",168.2,"payment","other","Dubai","atm","False","",NA,-2.09,3,0.86,"card","114.99.48.104","D9875935"
"T107252","2023-01-08T08:32:58.984814","ACC109654","ACC581863",29.01,"transfer","utilities","Tokyo","mobile","False","",NA,-0.91,3,0.3,"card","128.85.79.40","D2951594"
"T107253","2023-09-18T10:25:14.857144","ACC258449","ACC841976",435.34,"withdrawal","retail","Singapore","mobile","False","",NA,1.2,17,0.21,"UPI","245.115.210.138","D7885635"
"T107254","2023-02-21T00:59:14.318540","ACC616336","ACC510665",13.48,"withdrawal","entertainment","Tokyo","web","False","",NA,-0.31,6,0.65,"card","142.211.178.75","D7901217"
"T107255","2023-07-18T21:59:12.688447","ACC954466","ACC295444",28.36,"transfer","online","Singapore","atm","False","",NA,0.12,17,0.8,"UPI","142.176.129.120","D5286313"
"T107256","2023-07-25T15:41:38.265410","ACC113926","ACC243833",56.99,"transfer","entertainment","Dubai","pos","False","",NA,-0.19,7,0.65,"wire_transfer","171.150.70.224","D2415579"
"T107257","2023-11-03T14:21:25.268125","ACC351932","ACC880551",211.89,"withdrawal","online","London","web","False","",NA,-0.71,18,0.85,"UPI","36.149.163.137","D2714530"
"T107258","2023-02-18T06:45:15.445104","ACC354738","ACC356969",36.1,"transfer","other","Dubai","mobile","False","",NA,0.77,12,0.07,"ACH","142.162.106.151","D1441845"
"T107259","2023-04-20T00:07:18.422542","ACC257965","ACC233599",88.3,"payment","travel","Toronto","atm","False","",NA,1.45,19,0.8,"card","254.202.55.88","D5602343"
"T107260","2023-12-01T08:52:14.412269","ACC610492","ACC329844",280.02,"withdrawal","travel","Toronto","pos","False","",NA,-0.44,19,0.61,"card","118.120.217.23","D9640503"
"T107261","2023-12-07T21:03:52.480703","ACC826301","ACC853066",453.99,"withdrawal","travel","Singapore","mobile","False","",NA,0.28,10,0.38,"ACH","163.68.0.94","D7676515"
"T107262","2023-09-27T08:12:20.308428","ACC717734","ACC279434",24.37,"payment","utilities","Singapore","mobile","False","",NA,-0.63,20,0.88,"ACH","103.16.144.124","D2255696"
"T107263","2023-09-18T11:20:53.461496","ACC265218","ACC767607",1718.58,"deposit","restaurant","Sydney","pos","False","",NA,-1.63,15,0.84,"ACH","183.61.166.117","D8897491"
"T107264","2023-06-11T03:14:01.529167","ACC657509","ACC306965",1387.51,"deposit","online","Sydney","mobile","False","",NA,-0.19,18,0.87,"UPI","76.246.2.41","D3412113"
"T107265","2023-06-07T15:05:34.190872","ACC679614","ACC758068",1333.04,"deposit","online","London","web","False","",NA,-0.79,13,0.85,"ACH","187.182.20.247","D6951047"
"T107266","2023-11-14T15:32:54.274878","ACC534389","ACC884949",894.84,"deposit","grocery","Berlin","pos","False","",NA,-0.72,6,0.51,"ACH","74.190.233.28","D3414135"
"T107267","2023-03-15T02:38:26.552828","ACC546231","ACC718769",401.39,"withdrawal","utilities","Toronto","mobile","False","",NA,1.63,15,0.15,"UPI","172.235.183.192","D3104231"
"T107268","2023-08-07T13:12:40.914859","ACC247058","ACC228292",1148.86,"deposit","travel","Berlin","mobile","False","",NA,-0.41,2,0.27,"wire_transfer","85.205.118.140","D2290384"
"T107269","2023-04-21T09:51:52.146046","ACC203683","ACC212107",162.47,"withdrawal","grocery","Berlin","web","False","",NA,1.15,13,0.92,"wire_transfer","36.66.37.201","D6223163"
"T107270","2023-09-10T10:40:49.149266","ACC644531","ACC179008",173.28,"withdrawal","retail","New York","mobile","False","",NA,0.27,5,0.04,"ACH","23.243.170.89","D4682483"
"T107271","2023-03-25T03:32:49.550726","ACC145662","ACC637512",161.24,"withdrawal","retail","London","mobile","False","",NA,1.27,13,0.66,"wire_transfer","198.166.150.44","D9159821"
"T107272","2023-08-20T08:53:28.052111","ACC741977","ACC329309",53.94,"transfer","travel","Dubai","web","False","",NA,0.68,4,0.09,"UPI","72.84.179.52","D1606118"
"T107273","2023-10-03T13:47:16.515977","ACC674346","ACC843160",51.56,"transfer","other","Berlin","web","False","",NA,0.59,6,0.53,"wire_transfer","3.137.192.187","D8723874"
"T107274","2023-05-11T15:59:59.350810","ACC874247","ACC741542",6.07,"payment","utilities","Sydney","mobile","False","",NA,0.78,6,0.62,"ACH","27.221.240.254","D1410726"
"T107275","2023-02-11T14:26:38.770966","ACC194338","ACC994660",16.31,"payment","restaurant","Berlin","mobile","False","",NA,0.74,17,0.08,"card","155.206.105.204","D7282781"
"T107276","2023-05-04T15:33:42.420242","ACC490838","ACC134981",46.65,"payment","entertainment","Sydney","pos","False","",NA,0.27,19,0.91,"UPI","220.127.118.120","D6235931"
"T107277","2023-12-23T18:35:49.566647","ACC687078","ACC464705",5.23,"transfer","utilities","Berlin","atm","False","",NA,1.19,18,0.15,"wire_transfer","107.185.223.185","D8007997"
"T107278","2023-03-01T09:51:30.443617","ACC956092","ACC851158",221.56,"withdrawal","grocery","New York","mobile","False","",NA,-0.4,10,0.64,"card","19.166.46.92","D6747522"
"T107279","2023-09-23T21:14:40.739241","ACC629323","ACC181353",957.99,"deposit","other","New York","pos","False","",NA,0.33,15,0.66,"ACH","167.95.142.129","D1519860"
"T107280","2023-10-17T03:56:04.393018","ACC817895","ACC695666",101.75,"payment","travel","Tokyo","mobile","False","",NA,0.18,3,0.33,"wire_transfer","216.94.145.151","D7773927"
"T107281","2023-02-21T14:07:03.839188","ACC623651","ACC604754",11.58,"transfer","grocery","Berlin","atm","False","",NA,0.56,20,0.12,"card","217.52.32.44","D1254039"
"T107282","2023-07-21T00:36:31.057894","ACC646231","ACC130299",58.42,"payment","other","Berlin","web","False","",NA,-0.44,7,0.82,"card","16.194.1.112","D8285137"
"T107283","2023-04-16T10:17:41.625068","ACC952348","ACC965862",81.4,"payment","online","Toronto","pos","False","",NA,-0.89,5,0.67,"ACH","82.17.177.178","D8622615"
"T107284","2023-07-29T18:01:30.042494","ACC629294","ACC985666",125.23,"payment","retail","Sydney","atm","False","",NA,-1.89,6,0.97,"UPI","73.154.254.183","D4056850"
"T107285","2023-04-18T01:34:09.560282","ACC155894","ACC228354",572.25,"deposit","restaurant","London","mobile","False","",NA,0.76,7,0.4,"ACH","54.160.135.21","D1907668"
"T107286","2023-06-28T17:14:51.204538","ACC208160","ACC924397",645.73,"withdrawal","travel","Tokyo","atm","False","",NA,-0.68,15,0.37,"UPI","110.252.171.79","D9154108"
"T107287","2023-08-20T17:19:17.097741","ACC111443","ACC890469",0.01,"withdrawal","entertainment","Sydney","mobile","False","",NA,-1.15,17,0.84,"wire_transfer","85.60.166.94","D9450370"
"T107288","2023-04-20T22:53:43.119779","ACC786609","ACC858601",12.53,"transfer","grocery","Toronto","pos","False","",NA,-0.35,3,0.8,"UPI","66.4.46.213","D4963218"
"T107289","2023-10-02T08:32:37.103961","ACC809482","ACC738237",419.56,"withdrawal","restaurant","Dubai","web","False","",NA,-1.78,11,0.91,"wire_transfer","39.71.211.60","D8679276"
"T107290","2023-08-29T04:52:04.831059","ACC112094","ACC592152",16.33,"transfer","restaurant","New York","mobile","False","",NA,1.37,3,0.6,"wire_transfer","154.71.167.246","D1435537"
"T107291","2023-04-10T15:02:34.660678","ACC393751","ACC272494",538.86,"deposit","other","New York","atm","False","",NA,0.69,17,0.26,"card","18.206.27.191","D4928811"
"T107292","2023-01-06T03:03:34.893557","ACC165310","ACC879330",204.95,"withdrawal","retail","London","atm","False","",NA,2.04,5,0.76,"wire_transfer","151.150.41.159","D3905315"
"T107293","2023-05-04T02:10:15.577094","ACC185104","ACC476545",108.95,"withdrawal","online","Toronto","pos","False","",NA,-0.97,7,0.42,"card","218.224.199.205","D8049892"
"T107294","2023-05-31T06:24:55.135657","ACC478841","ACC740881",18.58,"transfer","online","Berlin","mobile","False","",NA,-0.24,14,0.28,"wire_transfer","145.40.198.40","D9322011"
"T107295","2023-06-25T06:07:39.263343","ACC249410","ACC138869",98.23,"payment","grocery","London","web","False","",NA,0.2,1,0.29,"ACH","78.142.234.228","D2165958"
"T107296","2023-04-14T18:53:18.306532","ACC225553","ACC794751",659.21,"deposit","other","New York","pos","False","",NA,0.54,4,0.04,"ACH","45.157.189.87","D2520474"
"T107297","2023-06-14T00:53:13.199172","ACC878278","ACC350530",76.48,"payment","other","Sydney","atm","False","",NA,0.35,2,0.01,"ACH","70.19.76.66","D3442758"
"T107298","2023-06-09T12:42:44.751962","ACC889184","ACC457925",1654.2,"deposit","travel","Dubai","pos","False","",NA,1.03,5,0.91,"ACH","42.99.64.218","D8946562"
"T107299","2023-02-15T03:05:42.308691","ACC806155","ACC473164",5.18,"transfer","entertainment","London","web","False","",NA,0.57,6,0.98,"UPI","163.36.147.129","D2456841"
"T107300","2023-10-28T22:23:48.058115","ACC289706","ACC364073",351.39,"withdrawal","entertainment","Dubai","web","False","",NA,0.68,4,0.19,"ACH","110.153.45.138","D6833047"
"T107301","2023-05-07T23:19:49.936258","ACC418547","ACC160834",10.57,"transfer","travel","Tokyo","web","False","",NA,0.22,19,0.11,"ACH","4.45.225.181","D1606231"
"T107302","2023-09-17T11:03:57.161353","ACC534874","ACC135447",37.46,"transfer","online","Sydney","pos","False","",NA,-1.28,5,0.58,"UPI","168.72.240.88","D2086359"
"T107303","2023-01-01T18:37:09.258478","ACC662311","ACC495073",152.33,"deposit","online","Tokyo","pos","False","",NA,-1.13,18,0.65,"wire_transfer","185.8.246.89","D7260495"
"T107304","2023-01-20T03:40:53.894896","ACC375800","ACC962030",6.75,"transfer","other","London","pos","False","",NA,0.06,1,0.48,"card","45.234.67.4","D8625973"
"T107305","2023-12-27T04:16:40.293817","ACC225021","ACC252859",806.48,"deposit","retail","London","web","False","",NA,-1.07,5,0.53,"card","247.142.233.31","D5110290"
"T107306","2023-03-17T19:26:20.504667","ACC115638","ACC274031",15.22,"payment","online","Tokyo","atm","False","",NA,0.38,17,0.11,"UPI","98.228.107.111","D7775397"
"T107307","2023-03-14T18:07:38.857966","ACC962333","ACC793524",179.59,"withdrawal","travel","Toronto","atm","False","",NA,0.93,3,0.23,"wire_transfer","193.206.192.203","D7057649"
"T107308","2023-09-23T09:15:56.709667","ACC536273","ACC473657",753.24,"deposit","retail","Tokyo","mobile","False","",NA,0.03,6,0.91,"ACH","170.164.243.205","D6671712"
"T107309","2023-01-10T23:07:04.031892","ACC867233","ACC283973",28.4,"transfer","grocery","Dubai","pos","False","",NA,-0.22,14,0.5,"ACH","226.79.26.195","D8899455"
"T107310","2023-05-20T07:32:59.042652","ACC443684","ACC467192",29.29,"transfer","restaurant","Toronto","web","False","",NA,-2.06,17,0.3,"wire_transfer","10.83.191.246","D3627908"
"T107311","2023-09-24T03:06:24.913066","ACC524311","ACC259398",220.53,"withdrawal","grocery","Toronto","mobile","False","",NA,0.26,3,0.3,"wire_transfer","211.115.112.250","D8831516"
"T107312","2023-12-27T09:00:22.291115","ACC301605","ACC967352",466.47,"withdrawal","utilities","Sydney","web","False","",NA,0.85,7,0.83,"UPI","18.33.8.137","D4615876"
"T107313","2023-05-27T14:32:25.107568","ACC241656","ACC176331",942.71,"deposit","restaurant","Singapore","mobile","False","",NA,0.01,20,0.43,"card","244.199.125.222","D4216030"
"T107314","2023-11-01T10:53:19.245206","ACC814776","ACC866514",216.12,"withdrawal","restaurant","London","pos","False","",NA,1.59,14,0.25,"UPI","87.230.111.81","D3198764"
"T107315","2023-01-07T10:47:33.438061","ACC802916","ACC590865",12.18,"transfer","entertainment","New York","pos","False","",NA,0.23,20,0.35,"UPI","86.10.8.29","D2780751"
"T107316","2023-07-27T12:27:59.293912","ACC319698","ACC964016",20.11,"transfer","other","Dubai","pos","False","",NA,-2.38,17,0.47,"UPI","133.131.244.22","D5855184"
"T107317","2023-04-04T17:36:49.731362","ACC680058","ACC117316",53.37,"payment","utilities","Dubai","web","False","",NA,0.05,18,0.57,"ACH","52.145.165.154","D9018332"
"T107318","2023-04-03T14:13:34.982700","ACC263858","ACC699717",55.33,"payment","entertainment","London","web","False","",NA,-0.74,7,0.9,"card","11.22.163.203","D5430298"
"T107319","2023-03-13T07:09:25.279865","ACC248822","ACC652913",11.41,"transfer","entertainment","Tokyo","web","False","",NA,-0.1,14,0.84,"card","85.53.7.157","D2059425"
"T107320","2023-01-01T04:42:45.509201","ACC327947","ACC969565",921.37,"deposit","utilities","Toronto","pos","False","",NA,-1.09,8,0.64,"card","19.175.106.71","D1938710"
"T107321","2023-03-31T20:59:10.192297","ACC568667","ACC750182",19.7,"transfer","online","Tokyo","pos","False","",NA,-0.26,7,0.93,"UPI","123.223.165.79","D4954642"
"T107322","2023-09-19T11:31:15.228279","ACC216559","ACC647199",293.74,"withdrawal","travel","New York","pos","False","",NA,1.71,6,0.05,"wire_transfer","136.94.186.139","D9579500"
"T107323","2023-06-16T01:35:29.744631","ACC454632","ACC621864",46.57,"withdrawal","grocery","Singapore","mobile","False","",NA,1.2,16,0.39,"ACH","217.64.45.157","D1935358"
"T107324","2023-04-01T13:29:27.947642","ACC976012","ACC973769",851.35,"deposit","travel","Singapore","pos","False","",NA,-0.13,11,0.5,"ACH","133.250.215.241","D5802401"
"T107325","2023-10-07T13:47:16.810759","ACC438722","ACC623774",1378.74,"deposit","travel","Tokyo","pos","False","",NA,-1.88,17,0.49,"card","20.80.50.181","D1116100"
"T107326","2023-03-27T19:07:58.702021","ACC364889","ACC566674",957.28,"deposit","other","London","pos","False","",NA,-0.06,5,0.82,"card","28.165.237.127","D2149220"
"T107327","2023-09-02T14:02:55.104676","ACC762569","ACC453388",1280.35,"deposit","travel","Tokyo","atm","False","",NA,0.07,3,0.77,"UPI","69.52.247.150","D3609655"
"T107328","2023-04-25T07:19:46.469622","ACC257027","ACC865435",2114.58,"deposit","restaurant","Singapore","mobile","False","",NA,0.37,14,0.13,"ACH","41.15.127.184","D2521883"
"T107329","2023-07-05T11:18:09.833935","ACC903281","ACC631039",556.86,"deposit","online","Toronto","atm","False","",NA,1.93,14,0.27,"card","132.114.137.230","D5556882"
"T107330","2023-07-28T08:25:45.929054","ACC969979","ACC945802",1274.3,"deposit","restaurant","Dubai","pos","False","",NA,0.7,6,0.79,"ACH","242.120.124.89","D7008714"
"T107331","2023-03-25T19:31:46.339765","ACC124552","ACC298097",13.88,"payment","entertainment","Sydney","atm","False","",NA,-0.45,9,0.42,"card","133.200.71.193","D5202879"
"T107332","2023-09-09T18:50:45.028157","ACC757433","ACC941957",49.81,"withdrawal","grocery","Berlin","web","False","",NA,0.34,5,0.71,"card","68.129.98.149","D4995543"
"T107333","2023-05-04T14:58:23.165656","ACC546724","ACC442600",103.65,"withdrawal","entertainment","Sydney","web","False","",NA,2.11,6,0.25,"UPI","200.242.68.131","D5360959"
"T107334","2023-11-22T23:28:05.464459","ACC140650","ACC402501",770.7,"deposit","grocery","Toronto","pos","False","",NA,-1.31,3,0.84,"wire_transfer","243.16.120.224","D5625286"
"T107335","2023-08-13T08:02:25.888273","ACC837671","ACC443675",1791.15,"deposit","online","Tokyo","mobile","False","",NA,0.39,4,0.07,"UPI","186.37.193.114","D4757035"
"T107336","2023-10-11T12:06:50.432861","ACC328090","ACC403973",303.74,"withdrawal","entertainment","Toronto","web","False","",NA,-0.05,15,0.2,"UPI","123.165.216.215","D9002499"
"T107337","2023-09-05T05:12:01.613651","ACC864408","ACC624905",328.67,"withdrawal","online","Berlin","mobile","False","",NA,1.6,1,0.34,"card","42.202.14.161","D7934360"
"T107338","2023-12-30T20:42:52.345092","ACC692451","ACC538010",210.8,"withdrawal","travel","London","pos","False","",NA,-0.36,4,0.32,"ACH","217.155.119.164","D6794861"
"T107339","2023-04-16T17:21:05.176546","ACC512369","ACC865243",75.61,"transfer","retail","London","mobile","False","",NA,-0.81,7,0.79,"UPI","78.101.130.190","D2108535"
"T107340","2023-09-08T09:45:05.006244","ACC968811","ACC347017",946.74,"deposit","travel","Toronto","mobile","False","",NA,1.65,18,0.87,"card","191.56.27.248","D1077586"
"T107341","2023-02-26T22:42:17.980238","ACC653683","ACC428506",24.68,"transfer","grocery","Berlin","pos","False","",NA,1.26,6,0.43,"wire_transfer","55.39.0.118","D9786253"
"T107342","2023-08-10T05:36:52.627973","ACC769869","ACC260998",1120.1,"deposit","other","Singapore","atm","False","",NA,-0.23,2,0.25,"ACH","20.58.75.175","D4011160"
"T107343","2023-12-10T08:09:21.067021","ACC372059","ACC400857",304.49,"payment","grocery","London","atm","False","",NA,-0.72,16,0.96,"UPI","114.92.13.150","D4835610"
"T107344","2023-02-13T21:00:58.682013","ACC829180","ACC610023",673.65,"deposit","grocery","Tokyo","web","False","",NA,-1.94,3,0.77,"wire_transfer","23.85.61.83","D2711716"
"T107345","2023-09-16T23:30:56.690736","ACC862394","ACC237058",1736.93,"deposit","travel","Dubai","pos","False","",NA,0.76,11,0.22,"UPI","134.128.225.184","D7795312"
"T107346","2023-02-09T23:37:47.321741","ACC319247","ACC841182",1855.23,"deposit","other","Tokyo","web","False","",NA,1.24,3,0.27,"UPI","175.116.72.8","D4927281"
"T107347","2023-08-11T01:30:40.990566","ACC676451","ACC812290",296.52,"withdrawal","online","London","atm","False","",NA,-1.26,9,0.72,"card","36.217.106.119","D1348902"
"T107348","2023-01-15T20:40:28.791137","ACC437760","ACC786792",139.57,"payment","restaurant","Singapore","atm","False","",NA,-0.66,10,0.56,"ACH","230.11.114.66","D9014858"
"T107349","2023-05-21T10:56:28.564688","ACC400620","ACC421562",20.39,"payment","restaurant","Tokyo","pos","False","",NA,0.25,3,0.67,"card","107.4.103.248","D2513143"
"T107350","2023-08-21T08:09:47.161013","ACC416257","ACC329885",1501.71,"deposit","travel","Toronto","mobile","False","",NA,-0.13,3,0.43,"UPI","101.154.183.196","D1537301"
"T107351","2023-03-21T12:57:47.320839","ACC200110","ACC987442",107.17,"withdrawal","other","Dubai","mobile","False","",-6596.09854048556,0.47,4,0.18,"ACH","140.10.176.197","D6069471"
"T107352","2023-08-24T13:14:42.786538","ACC794581","ACC311081",160.2,"withdrawal","utilities","Sydney","atm","False","",NA,0.55,7,0.08,"wire_transfer","65.32.154.181","D2705861"
"T107353","2023-10-02T03:39:57.903127","ACC479598","ACC511016",0.01,"withdrawal","restaurant","Tokyo","mobile","False","",NA,1.76,14,0.76,"wire_transfer","113.97.16.220","D6187378"
"T107354","2023-10-11T13:37:46.453675","ACC100959","ACC620454",48.26,"transfer","grocery","Sydney","web","False","",NA,-0.63,20,0.14,"UPI","219.65.110.152","D6565586"
"T107355","2023-10-08T05:35:53.869534","ACC837004","ACC586786",62.71,"transfer","grocery","London","pos","False","",NA,1.27,14,0.68,"wire_transfer","62.98.22.16","D1439978"
"T107356","2023-06-10T15:21:52.286223","ACC581954","ACC984595",40.71,"transfer","retail","Tokyo","mobile","False","",NA,0.27,1,0.54,"ACH","104.72.73.248","D6864518"
"T107357","2023-10-27T18:29:21.890515","ACC281576","ACC910740",203.07,"withdrawal","grocery","New York","atm","False","",NA,-0.88,7,0.84,"UPI","141.246.161.152","D4704280"
"T107358","2023-12-10T09:05:23.544760","ACC173434","ACC788759",702.48,"deposit","travel","Singapore","pos","False","",NA,1.24,15,1,"card","205.26.6.243","D5806040"
"T107359","2023-03-01T02:01:38.801678","ACC849197","ACC660443",7.82,"transfer","travel","Toronto","atm","False","",NA,2.87,17,0.97,"UPI","201.158.249.48","D1971032"
"T107360","2023-05-21T20:24:48.759584","ACC475941","ACC294400",24.64,"transfer","travel","Singapore","atm","False","",NA,0.69,9,0.75,"wire_transfer","37.133.92.62","D8157003"
"T107361","2023-06-23T01:32:52.526636","ACC351841","ACC242074",15.13,"transfer","grocery","Sydney","web","False","",NA,0.23,1,0.61,"wire_transfer","196.208.41.216","D1456049"
